FECHA;PAÍS;REGIÓN;MUNICIPIO;"DEPARTAMENTO
NO TOCAR";VEREDA;VARIABLE;EVENTO;URL ;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;PACÍFICA;SUAREZ;CAUCA;N/A;CAPTURA ;Los sujetos, quienes transportaban una gran suma de dinero sin justificación alguna, fueron detenidos en un puesto de control ubicado en la vía que conecta el municipio de Suárez con la vereda La Betulia.;https://www.semana.com/nacion/articulo/el-ejercito-nacional-capturo-a-cuatro-sujetos-en-cauca-que-intentaban-ocultar-mas-de-900-millones-de-pesos-entre-costales/202544/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;SANTANDERES;TIBÚ;NORTE DE SANTANDER;N/A;DESMOVILIZACIÓN;63 disidentes del Frente 33 se desmovilizaron en Tibú;https://www.lasillavacia.com/en-vivo/63-disidentes-del-frente-33-se-desmovilizaron-en-tibu/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;SANTANDERES;CÚCUTA;NORTE DE SANTANDER;N/A;ARTEFACTO EXPLOSIVO;Reportan ataque con explosivos a tanqueta blindada del Ejército, en Cúcuta: hay militares heridos;https://www.infobae.com/colombia/2025/01/25/reportan-ataque-con-explosivos-a-tanqueta-blindada-del-ejercito-en-cucuta-hay-militares-heridos/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;OCCIDENTE / EJE CAFETERO;ITSMINA;CHOCO;N/A;ATAQUE;El ataque armado se presentó en la mañana de este sábado 25 de enero cuando en el palacio municipal se realizaba un consejo de seguridad por la instalación de una bandera alusiva a la guerrilla del Eln y la ubicación de un dispositivo electrónico a través del cual se emiten mensajes del grupo ilegal.;https://www.eltiempo.com/amp/colombia/otras-ciudades/choco-muere-patrullero-de-la-policia-que-resulto-herido-durante-ataque-armado-del-eln-en-rio-iro-3420870;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;ANDINA;NEIVA;HUILA;N/A;ALERTA ;"La Defensoría del Pueblo lanza alerta temprana sobre 20 municipios en el Huila y 6 en el Caquetá por su situación de violencia e inseguridad
La Alerta Temprana se emite con ocasión de los graves riesgos.";https://caracol.com.co/2025/01/25/defensoria-del-pueblo-lanza-alerta-temprana-sobre-20-municipios-del-huila/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;SANTANDERES;TAME;ARAUCA;N/A;ARTEFACTO EXPLOSIVO;Ejército desactiva carga explosiva del ELN en Arauca, instalada para atentar contra la Fuerza Pública y la población civil;https://www.semana.com/nacion/regionales/articulo/ejercito-desactiva-carga-explosiva-del-eln-en-arauca-instalada-para-atentar-contra-la-fuerza-publica-y-la-poblacion-civil/202522/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;PACÍFICA;POPAYÁN;CAUCA;N/A;LIBERACIÓN SECUESTRADO ;Liberan a una persona que había sido secuestrada por el ELN en zona rural del Cauca;https://www.rcnradio.com/colombia/sur/liberan-a-una-persona-que-habia-sido-secuestrada-por-el-eln-en-zona-rural-del-cauca;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;PACÍFICA;BUGALAGRANDE;VALLE DEL CAUCA;N/A;HOMICIDIO;Asesinan militante del Partido Comunes en Bugalagrande, Valle;https://www.infobae.com/colombia/2025/01/26/asesinan-militante-del-partido-comunes-en-bugalagrande-valle/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-26;COLOMBIA;CARIBE;SAN MARTÍN;CESAR;N/A;DESTRUCCIÓN DE LABORATORIO;Ejército destruyó un laboratorio de cocaína del Clan del Golfo en el Cesar: enviaban sus cargamentos al cartel de Sinaloa de México;https://www.infobae.com/colombia/2025/01/26/ejercito-destruyo-un-laboratorio-de-cocaina-del-clan-del-golfo-en-el-cesar-enviaban-sus-cargamentos-al-cartel-de-sinaloa-de-mexico/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1737895414;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-26;COLOMBIA;CARIBE;BARRANQUILLA;ATLÁNTICO;N/A;ALERTA ;“Esta organización estaría involucrada con un grupo delictivo organizado dedicado al tráfico, fabricación y porte de estupefacientes. Estas personas estarían coordinando envíos de sustancia estupefaciente, utilizando como medio de transporte lanchas rápidas tipo Go Fast, desde los departamentos de Atlántico y Bolívar, para posteriormente ser enviadas a Centroamérica y destino final EE. UU.”, señala el documento de la DEA.;https://www.semana.com/nacion/articulo/maxima-alerta-de-la-dea-en-colombia-documento-de-la-agencia-de-seguridad-estadounidense-advierte-de-una-gigantesca-narcobodega-en-el-caribe/202536/?s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-26;COLOMBIA;OCCIDENTE / EJE CAFETERO;BRICEÑO;ANTIOQUIA;N/A;COMUNICADO;Clan del Golfo denunció ataques de disidencias y negó secuestros en Briceño, Antioquia;https://www.bluradio.com/regiones/antioquia/clan-del-golfo-denuncio-ataques-de-disidencias-y-nego-secuestros-en-briceno-antioquia-rg10?t=TDIcpJaIr_PoRLeCRLXILA&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-26;COLOMBIA;SANTANDERES;BUCARAMANGA;SANTANDER;N/A;HOMICIDIO;Líder comunal del barrio Girardot de Bucaramanga fue asesinado mientras entregaba tamales;https://www.bluradio.com/regiones/santanderes/lider-comunal-del-barrio-girardot-de-bucaramanga-fue-asesinado-mientras-entregaba-tamales-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-26;COLOMBIA;PACÍFICA;LOS ANDES;NARIÑO;N/A;ENFRENTAMIENTOS ;300 desplazados que huían de los enfrentamientos entre el Ejército y el Frente Franco Benavides –de las Farc– en el departamento de Nariño quedaron atrapados en el paro armado que la organización delincuencial organizó para exigir la salida de las Fuerzas Armadas de la región.;https://www.infobae.com/colombia/2025/01/26/300-desplazados-quedaron-atrapados-en-el-paro-armado-que-las-farc-montaron-en-narino-para-exigir-la-salida-de-las-fuerzas-militares-de-la-zona/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-25;COLOMBIA;AMAZONÍA ORINOQUÍA;SAN JOSÉ DEL GUAVIARE;GUAVIARE;MIRAVALLE;ENFRENTAMIENTOS ;Seis niños y cinco mujeres hacen parte de los 20 guerrilleros que murieron en los combates entre estructuras de ‘Iván Mordisco’ y ‘Calarcá’ en Guaviare;https://www.eltiempo.com/colombia/otras-ciudades/seis-ninos-y-cinco-mujeres-hacen-parte-de-los-20-guerrilleros-que-murieron-en-los-combates-entre-estructuras-de-ivan-mordisco-y-calarca-en-guaviare-3420881;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;SANTANDERES;TEORAMA;NORTE DE SANTANDER;N/A;HOMICIDIO;Hallan trece cuerpos sin vida en una zona rural de la región colombiana del Catatumbo;https://efe.com/mundo/2025-01-27/colombia-violencia-catatumbo-muertos-guerrillas/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;PACÍFICA;PATÍA;CAUCA;N/A;ARTEFACTO EXPLOSIVO;"Un cabecilla del frente 'Carlos Patiño' de las Farc, conocido como alias ""El Mocho"", murió en el sur del Cauca mientras se trasladaba en una camioneta cargada con explosivos, con la intención de atacar una base militar en el corregimiento El Estrecho, municipio de Patía. El vehículo explotó accidentalmente en el sector de Brisas, lo que causó la muerte de ""El Mocho"" y de otro insurgente conocido como alias ""El Paisa"".";https://x.com/rcnradio/status/1883868188548456747?t=zSLMsAqsoYlSLjJotg5hTQ&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;ANDINA;LA PLATA;HUILA;N/A;CAPTURA ;"Las autoridades capturaron a un dragoneante del 
@INPEC_Colombia
 que intentó ingresar en su vehículo estos elementos prohibidos a la cárcel La Plata en el Huila. 
31 celulares, 6 cargadores de celular, 35 sim card, paquetes de empaque para dosificación de cigarrillos, 12 up side (amplificador de señal de celular), 134.5 gramos de marihuana y 67.9 gramos de cocaína. El funcionario fue dejado a disposición de la";https://x.com/UltimaHoraCR/status/1883871802914488736?t=f28_Kg8ZdfL2xAREXtDx3w&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;OCCIDENTE / EJE CAFETERO;LA APARTADA;CORDOBA;N/A;PROTESTA;Indígenas zenúes mantienen bloqueada la carretera Troncal de Occidente, cerca del puente sobre el río San Jorge, en los límites de Buenavista y La Apartada, exigiendo la contratación de docentes para la zona rural. La protesta ha dejado la vía Córdoba – Antioquia sin paso en ambos carriles.;https://x.com/rcnradio/status/1883875613280448844?t=QmmIVI-940r-z56GZvvyNg&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;SANTANDERES;CONVENCIÓN;NORTE DE SANTANDER;N/A;HOMICIDIO;"La mañana de este lunes 27 de enero se reportó desde la región del Catatumbo el homicidio de otro firmante de paz.
La víctima fue identificada como Disney Sánchez Contreras, quien fue ultimado en el corregimiento La Trinidad, jurisdicción del municipio de Convención, en Norte de Santander.";https://caracol.com.co/2025/01/27/otro-firmante-de-paz-fue-asesinado-en-el-catatumbo/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;OCCIDENTE / EJE CAFETERO;MANIZALES;CALDAS;N/A;HOMICIDIO;Un hombre armado estaba esperando a Gustavo Amezquita en las afueras del templo y, cuando lo vio salir lo abordó. Sin cruzar palabra, le propinó los disparos en la cabeza;https://www.bluradio.com/judicial/asesinan-a-empresario-en-manizales-cuando-salia-de-misa-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;CARIBE;BARRANQUILLA;ATLÁNTICO;N/A;HOMICIDIO;Detonaciones, gritos y mucha sangre dejó un ataque perpetrado por criminales encapuchados que ingresaron en la noche de este domingo 26 de enero a un domicilio localizado en la calle 91 con carrera 4 Sur, sector del barrio Santa María, en la localidad Metropolitana de Barranquilla.;https://www.elheraldo.co/judicial/2025/01/27/encapuchados-entran-a-vivienda-y-abren-fuego-un-joven-muerto-y-dos-adolescentes-heridas/?s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;OCCIDENTE / EJE CAFETERO;VALDIVIA;ANTIOQUIA;N/A;ARTEFACTO EXPLOSIVO;Tensión en norte de Antioquia: avistaron bandera de ELN y detonaron un artefacto explosivo;https://www.bluradio.com/regiones/antioquia/tension-en-norte-de-antioquia-avistaron-bandera-de-eln-y-detonaron-un-artefacto-explosivo-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-27;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;N/A;CAPTURA ;Primicia: “Epa Colombia” fue capturada por la Fiscalía y está detenida en el búnker;https://www.elcolombiano.com/colombia/capturada-epa-colombia-influencer-delitos-fiscalia-carcel-JG26460977;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-28;COLOMBIA;PACÍFICA;ARGELIA;CAUCA;EL PLATEADO;ARTEFACTO EXPLOSIVO;Estalló carro bomba en El Plateado, Cauca: hay heridos y graves daños materiales;https://www.bluradio.com/regiones/pacifico/estallo-carro-bomba-en-el-plateado-cauca-hay-heridos-y-graves-danos-materiales-so35;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-28;COLOMBIA;AMAZONÍA ORINOQUÍA;VILLAVICENCIO;META;N/A;CAPTURA ;Golpe a las disidencias de Iván Mordisco: cayó alias Cholo, peligroso cabecilla en Meta;https://www.semana.com/nacion/articulo/golpe-a-las-disidencias-de-ivan-mordisco-cayo-alias-cholo-peligroso-cabecilla-en-meta/202503/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-28;COLOMBIA;ANDINA;NÁTAGA;HUILA;N/A;PANFLETO/PANCARTA;Instalan #pancarta alusivas al frente 'Ismael Ruiz', del Bloque Central Isais Pardo, en la vereda de Patio Bonito, #Nátaga,Huila serían varias instaladas en la zona y en Pacarní, Tesalia. En estos municipios hay temor en la #Comunidad.;https://x.com/RCN1150Neiva/status/1884323386081558847?t=0cBDyNuSoLYHBSYAgOrgRA&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-28;COLOMBIA;CARIBE;ALBANIA;GUAJIRA;N/A;HOMICIDIO MULTIPLE;"Un grupo de personas fueron víctima de un atentado sicarial cuando se encontraban reunidos en un sitio donde fueron atacados por hombres armados, según el primer reporte.
Hasta el momento, de forma preliminar se conoció que serían cinco las víctimas mortales, pero aún las autoridades no han hecho el reporte oficial de lo sucedido en este lamentable suceso en el barrio Ciudad de Albania.";https://diariodelnorte.net/judiciales/un-grupo-de-personas-fueron-victima-de-un-atentado-sicarial-en-ciudad-albania/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-28;COLOMBIA;PACÍFICA;INZÁ;CAUCA;N/A;HOMICIDIO;Líder indígena fue asesinado por un grupo armado ilegal en zona rural de Inzá, Cauca;https://www.elpais.com.co/judicial/lider-indigena-fue-asesinado-por-un-grupo-armado-ilegal-en-zona-rural-de-inza-cauca-esto-se-sabe-2856.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-28;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;N/A;TENTATIVA DE HOMICIDIO;Hieren a funcionario de la Fiscalía en caso de intolerancia en Bogotá: ciclista lo desarmó;https://www.semana.com/nacion/bogota/articulo/hieren-a-funcionario-de-la-fiscalia-en-caso-de-intolerancia-en-bogota-ciclista-lo-desarmo/202542/?s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;N/A;PROTESTA;Cerca de 100 líderes sociales del Catatumbo protestan en la Plaza de Bolívar, en Bogotá, para visibilizar la crisis de violencia y exigir soluciones al Gobierno ante los enfrentamientos entre el ELN y las disidencias de las Farc. Informa el periodista William Vargas.;https://x.com/lafm/status/1884564676844954103?t=ZTdFMRmm7naMby1FRtIgFQ&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;ANDINA;LA CALERA;CUNDINAMARCA;N/A;EXTORSIÓN ;Pareja de bailarines fueron extorsionados por supuestos disidentes de las Farc: iban a una presentación de salsa en La Calera, Cundinamarca;https://www.infobae.com/colombia/2025/01/29/pareja-de-bailarines-fueron-extorsionados-por-supuestos-disidentes-de-las-farc-iban-a-una-presentacion-en-la-calera-cundinamarca/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;ANDINA;COYAIMA;TOLIMA;N/A;CAPTURA ;"En medio del operativo se logró la captura de 08 personas y la incautación de gran cantidad de elementos, aparentemente para la explotación ilícita de yacimientos mineros (Quebrada Manumbrito).
En Coyaima, todos unidos por la recuperación de las fuentes hídricas.";https://ciudadyregion.com.co/index.php/gran-golpe-contra-la-mineria-ilegal-en-coyaima/judicial/?s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;SANTANDERES;TIBÚ;NORTE DE SANTANDER;N/A;ENFRENTAMIENTOS ;La Secretaría de Seguridad de Norte de Santander confirmó nuevos combates en los municipios de Ábrego y en el corregimiento de La Gabarra, en Tibú, donde se prevé un incremento de muertes y desplazados en las próximas horas.;https://x.com/rcnradio/status/1884584938659270682;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;PACÍFICA;RIOFRIO;VALLE DEL CAUCA;N/A;ARTEFACTO EXPLOSIVO;Dos motocicletas cargadas con explosivos detonaron en el centro del Valle;https://caracol.com.co/2025/01/29/dos-motocicletas-cargadas-con-explosivos-detonaron-en-riofrio-centro-del-valle/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;N/A;AMENAZAS;"Candidata Vicky Dávila denunció amenazas en su contra y pidió al Gobierno protección; publicó alerta que recibió por chat";https://www.eltiempo.com/politica/partidos-politicos/candidata-vicky-davila-denuncia-amenazas-en-su-contra-y-pide-al-gobierno-proteccion-publico-alerta-que-recibio-por-chat-3421949?webview=&utm_source=web&utm_medium=Push+Notifications&utm_campaign=push_2025-01-29;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;SANTANDERES;ABREGO;NORTE DE SANTANDER;N/A;ENFRENTAMIENTOS ;Continúan los enfrentamientos entre el ELN y las disidencias de las Farc en el Catatumbo;https://www.wradio.com.co/2025/01/29/continuan-los-enfrentamientos-entre-el-eln-y-las-disidencias-de-las-farc-en-el-catatumbo/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;SANTANDERES;SARDINATA;NORTE DE SANTANDER;N/A;DESMOVILIZACIÓN;JJ Guaracas, cabecilla del frente 33 de las disidencias que sigue en guerra en el Catatumbo, se entregó a las autoridades: no quiere que el ELN lo asesine;https://www.infobae.com/colombia/2025/01/29/alias-jj-guaracas-cabecilla-del-frente-33-de-las-disidencias-se-entrego-a-las-autoridades-antes-de-que-lo-asesinara-el-eln/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;CARIBE;MAICAO;LA GUAJIRA;N/A;PANFLETO/PANCARTA;El día de hoy  29-01-2025 en  horas del mediodía,   empezó a circular en los diferentes medios de comunicación y redes sociales, un documento que informa de parte de la Grupo Armando Conquistadores de la Sierra servidores (ANCS), donde advierten la comunidad en general del municipio de Maicao, acerca de su accionar como describe textualmente el escrito “Les llegó la hora de la limpieza social, no queremos a nadie después de la de la noche en la calle ……porque los tenemos en la Mira y serán dados de baja… nuestra limpieza va hasta finales de febrero…” ;Medios Locales, SAC;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;PACÍFICA;ARGELIA;CAUCA;LOS PINOS;ARTEFACTO EXPLOSIVO;En la vereda Los Pinos, del municipio de Argelia, tropas del Ejército Nacional ubicaron y destruyeron de manera controlada  un artefacto explosivo improvisado tipo cilindro y tres minas antipersonal, de fabricación casera, que habían sido instalados por el frente 'Carlos Patiño' de las disidencias de las Farc y que amenazaban la seguridad de la población local y la fuerza pública;"
https://x.com/rcnradio/status/1884951418953470119?t=fWbBMzGRcqlMTJztJHO3lg&s=08";;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;PACÍFICA;ARGELIA;CAUCA;PLATEADO;ARTEFACTO EXPLOSIVO;Tres soldados resultaron gravemente heridos en medio de un ataque terrorista con dron bomba por parte de las disidencias de las Farc, se registraron fuertes combates entre tropas del Ejército y disidencias de las Farc.;https://x.com/BluRadioCo/status/1884985956475838779?t=RxvUUhyMqUQttLwx-gFqGQ&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;OCCIDENTE / EJE CAFETERO;VALDIVIA;ANTIOQUIA;CRUCECITAS ;ARTEFACTO EXPLOSIVO;El Ejército detonó controladamenteque un artefacto explosivo que habría sido instalado por integrantes del ELN cerca a la vereda Crucecitas, en jurisdicción del municipio de Valdivia. El hecho fue confirmado desde el Batallón de Operaciones Terrestres N.º 24;"
https://x.com/RCNMedellin944/status/1884950382461227221?t=dLpWeg3FOlKkPYfQtrQjAA&s=08";;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-29;COLOMBIA;PACÍFICA;CORINTO;CAUCA;N/A;ATAQUE;Comunidades campesinas e indígenas de la zona rural del municipio de Corinto, Cauca, quedaron en medio de los intensos combates que se presentaron cuando disidentes de las Farc atacaron una unidad militar ubicada en esta parte del norte del departamento.;https://www.elpais.com.co/judicial/el-robo-de-una-camioneta-en-corinto-cauca-termino-en-combates-entre-el-ejercito-y-las-disidencias-de-las-farc-3000.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;PACÍFICA;ARGELIA;CAUCA;EL PLATEADO;ARTEFACTO EXPLOSIVO;#Atención Tres soldados resultaron gravemente heridos en medio de un ataque terrorista con dron bomba por parte de las disidencias de las Farc en el corregimiento de El Plateado, zona rural de Argelia, departamento del Cauca. A esta hora se registran fuertes combates entre tropas del Ejército y delincuentes de las disidencias en esa zona del país;https://x.com/BluRadioCo/status/1884985956475838779?t=RxvUUhyMqUQttLwx-gFqGQ&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;SANTANDERES;CONVENCIÓN;NORTE DE SANTANDER;N/A;ALERTA ;Delincuentes se harían pasar por integrantes del ELN, llevan a las víctimas a zonas rurales, obtienen su información personal para así extorsionar a los familiares.;https://caracol.com.co/2025/01/30/se-hacen-pasar-por-miembros-del-eln-y-piden-extorsiones-gaula-sobre-modalidad-de-robo-en-catatumbo/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-28;COLOMBIA;SANTANDERES;BUCARAMANGA;SANTANDER;N/A;PANFLETO/PANCARTA;La Asociación Nacional de Firmantes del Acuerdo de Paz (Anfap) denunció grave amenaza contra su junta directiva nacional, tras recibir en sus oficinas de Bucaramanga, un panfleto intimidante atribuido a un grupo paramilitar.;https://www.bluradio.com/regiones/santanderes/amenazan-a-directivos-de-asociacion-de-firmantes-de-paz-les-dieron-72-horas-para-salir-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;CARIBE;FUNDACION;MAGDALENA;N/A;CAPTURA;"La  operación conjunta ""Agamenón"" permitió 4 capturas de integrantes del Clan del Golfo en diferentes regiones del país, en Magdalena Uno’ o ‘Jicho’ presunto cabecilla armado de la subestructura ‘David Mesa Peña’; En Bogotá, Valledupar y Bosconia (Cesar),  tres integrantes de la subestructura ‘José Morelo Peñate’: alias ‘Cascarita’ (señalado jefe de sicarios), alias ‘López’ (presunto cabecilla de finanzas) y alias ‘Luchito’ (dinamizador de extorsiones)";https://www.elpais.com.co/colombia/capturan-a-cuatro-presuntos-miembros-del-clan-del-golfo-en-fundacion-valledupar-y-bogota-3036.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;CARIBE;MAICAO;LA GUAJIRA;CUATRO VÍAS;HOMICIDIO;Identificaron el cadáver encontrado dentro de un costal de café a un lado de la vía entre cuatrovías y Albania, se trataba de Gildardo Vásquez Casalima de 35 años,  exsuboficial del Ejército Nacional. Al parecer, pertenecía a alguna organización irregular al margen de la ley,;https://hoydiariodelmagdalena.com.co/archivos/1065963/exmilitar-el-cadaver-encontrado-dentro-de-un-saco-de-cafe-en-una-via-privada/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;PACÍFICA;PASTO;NARIÑO;N/A;COMUNICADO;Integrantes del grupo guerrillero Comuneros del Sur del ELN, se dirigieron al gobernador de Nariño, Luis Alfonso Escobar, para adelantar diálogos en el marco de la politica de Paz Total del presidente Gustavo Petro.;"https://www.instagram.com/reel/DFc9rhquQyW/?igsh=MXg5OGppMWxmY3l3Mg== 
DIRECCIÓN SECCIONAL DE FISCALÍAS - SECCION DE POLICIA JUDICIAL CTI NARIÑO";;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;ANDINA;AIPE;HUILA;HORIZONTE;ENFRENTAMIENTOS ;Tropas del Ejército colombiano se enfrentaron a estructuras de la guerrilla de las FARC, específicamente al grupo de Ismael Ruiz,  los soldados lograron repeler el ataque sin sufrir daños;https://x.com/diariodelhuila/status/1885084485659537832?t=QJ-b6UMcPqI7bWxLsGoJkQ&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;PACÍFICA;JAMUNDÍ;VALLE DEL CAUCA;AMPUDIA;ENFRENTAMIENTOS ;Se reportaron combates que dejan dejan seis presuntos disidentes de las Farc muertos. En la zona donde se puso en marcha la operación 'Xamundí', también se lobgró el decomiso de nueve fusiles, cinco pistolas y material de intendencia. ;"
https://www.eltiempo.com/colombia/cali/rafagas-de-disparos-asustan-a-poblacion-rural-de-jamundi-combates-entre-disidentes-y-ejercito-3422625 https://x.com/Caracol_Cali/status/1885270496901485024?s=08 ";;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-30;COLOMBIA;PACÍFICA;JAMUNDÍ;VALLE DEL CAUCA;N/A;ARTEFACTO EXPLOSIVO;Un artefacto explosivo, al parecer, una granada de fragmentación, fue lanzado adentro de un motel en zona de Jamundí. Se habla del motel La Vuelta al Mundo. ;https://www.eltiempo.com/colombia/cali/atencion-lanzan-granada-adentro-de-un-motel-en-zona-de-jamundi-valle-3422502;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-31;COLOMBIA;CARIBE;SANTA MARTA;MAGDALENA;N/A;CAPTURA;Fue capturado en flagrancia alias el ‘Niño’ o el ‘Padrino’ por el delito de fabricación tráfico, porte o tenencia de armas de fuego accesorios partes o municiones, presuntamente era jefe de sicarios dentro de una estructura criminal y estaría relacionado con los últimos homicidios ocurridos en el municipio de Ciénaga, en contra de posibles integrantes de las ACSN dinamizadores del tráfico local de estupefacientes.;https://www.wradio.com.co/2025/01/31/capturado-alias-el-nino-o-el-padrino-presunto-jefe-de-sicarios-del-clan-del-golfo/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-31;COLOMBIA;AMAZONÍA ORINOQUÍA;MAPIRIPaN;META;N/A;CAPTURA;Un guerrillero muerto, un menor recuperado y tres capturados dejaron operativos militares contra alias 'Iván Mordisco' en Mapiripán, Meta. Entre los capturados está alias 'Gato Bonito', cabecilla de la comisión de orden público de la 'estructura 39 Arcesio Niño';https://x.com/rcnradio/status/1885289384762876329?t=UwejKE_di1H2oOQHD48lNQ&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-31;COLOMBIA;PACÍFICA;CALI;VALLE DEL CAUCA;N/A;HOMICIDIO;Dos hombres fueron atacados con arma de fuego en el sector de Altos de Menga, en la Comuna 2 de Cali. ;https://www.elpais.com.co/cali/encuentran-dos-cuerpos-sin-vida-en-el-interior-de-un-vehiculo-en-el-barrio-altos-de-menga-3108.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-31;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;N/A;COMUNICADO;El presidente Gustavo Petro confirmó el inicio de la operación militar antinarcóticos, con la participación de los ejércitos de Colombia y Venezuela en la zona del Catatumbo para enfrentar al ELN.;"
https://www.alertasantanderes.com/norte-santander/maduro-anuncio-la-operacion-relampago-del-catatumbo-junto-al-gobierno-colombiano ";;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-31;COLOMBIA;OCCIDENTE / EJE CAFETERO;TADÓ;CHOCO;LOMA DE CHAPALETA;PANFLETO/PANCARTA;"BANDERA DEL ELN EN EL SECTOR CONOCIDO COMO LA LOMA DE CHAPALETA DE LA VIA TADÓ  -  PEREIRA.

El dia de hoy 31 de enero  de 2025 en horas de la madrugada, fue instalada una bandera del ELN en la vía Quibdó- Pereira, sector conocido como la Loma de Chapaleta jurisdiccion del municipio de Tadó.";SECCION DE POLICIA JUDICIAL CTI CHOCÓ;;;;;;;;;;;;;;;;;;;;;;;;;
2025-01-31;COLOMBIA;PACÍFICA;LA LLANADA;NARIÑO;EL PARAISO;ARTEFACTO EXPLOSIVO; Dos militares resultaron heridos tras caer en un campo minado, lamentablemente perdieron sus extremidades inferiores y sufrieron otras afectaciones.;"https://www.instagram.com/p/DFfYex9RMH8/?igsh=MTZhODZ1bWpieTNkcg%3D%3D 
DIRECCIÓN SECCIONAL DE FISCALÍAS - SECCION DE POLICIA JUDICIAL CTI NARIÑO";;;;;;;;;;;;;;;;;;;;;;;;;
