FECHA;PAÍS;REGIÓN;MUNICIPIO;"DEPARTAMENTO
NO TOCAR";VEREDA;VARIABLE;EVENTO;URL ;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-03;COLOMBIA;PACÍFICA;ARGELIA;CAUCA;VEREDA LA PAZ;ENFRENTAMIENTO;En la Vereda La Paz, varios soldados que se encontraban recontruyendo el puente que comunica a los sectores de La Hacienda y El Plateado respondieron un ataque, de presuntamente integrantes del frente Carlos Patiño. El enfrentamiento pretendian impedir que el ejercito insatle nuevamente la estructura lo que afecta la movilidad de las tropas y campesino en la zona. ;https://www.elpais.com.co/judicial/atacaron-a-los-soldados-que-reconstruyen-el-puente-vehicular-en-el-sector-de-la-hacienda-zona-rural-de-argelia-cauca-0312.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-03;COLOMBIA;AMAZONÍA ORINOQUÍA;PUERTO CONCORDIA;META;;LIBERACIÓN SECUESTRADO;En medio de un operativo militar, que contó con la participación del Ejército Nacional, la Fuerza Aeroespacial, la Armada Colombiana y la Policía Nacional, se logró la liberación de seis personas que habían sido secuestradas, al parecer, por el Clan del Golfo.;https://www.elespectador.com/judicial/liberan-a-seis-ganaderos-secuestrados-en-meta-al-parecer-por-el-clan-del-golfo-noticias-hoy/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-03;COLOMBIA;OCCIDENTE / EJE CAFETERO;;CHOCÓ;;RECLUTAMIENTO MENORES;Denuncian reclutamiento de menores de edad, por parte de grupos armados ilegales.  Ante esta problemática la gobernación del departamento ha solicitado al gobierno nacional acciones urgentes, que no se limiten solo a la defensa, sino que también aborden el desarrollo social y económico de la región. Según la gobernadora del Chocó, este mecanismo de reclutamiento incluye funciones como instalación de retenes fluviales, espionaje comunitario y labores logísticas para el grupo armado. ;https://occidente.co/colombia/denuncian-reclutamiento-de-menores-por-tres-anos-en-choco/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-03;COLOMBIA;OCCIDENTE / EJE CAFETERO;PEREIRA;RISARALDA;;ARTEFACTO EXPLOSIVO ;Mientras el Ejercito Nacional realizaba una inspección exhaustiva a un vehiculo que fue abandonado, presuntamente por integrantes del ELN en el sector conocido como el Tabor, un soldado resulto herido por activación de una mina antitersonal. Las autoridades presumen que el artefacto explosivo fue instalado por miembros del Frente Cacique Calarcá, del ELN. Tras la inspección, se descartó la presencia de explosivos en el automotor. Sin embargo, en su interior fueron halladas cajas con cables diseñadas para simular artefactos explosivos.;Soldado resultó herido tras activación de mina antipersonal durante inspección de vehículo abandonado | Noticias RCN;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-03;COLOMBIA;OCCIDENTE / EJE CAFETERO;REMEDIOS;ANTIOQUIA;;ENFRENTAMIENTO;En la vereda Santa Marta, se registró enfrentamiento entre el Ejército Nacional y miembros del Clan del Golfo, hombres armados llegan hasta las veredas vecinas.;https://x.com/CAHUCOPANA/status/1907889763866083556?t=2BS1ArydTfGQVqgsfQeeig&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-03;COLOMBIA;PACÍFICA;POPAYÁN;CAUCA;;LIBERACIÓN SECUESTRADO;En medio de una operación humanitaria en la cual participó el Comite Internacional de la Cruz Roja (CICR), fueron liberadas tres personas que estaban en poder de las disidencias FARC,  Frente Dagoberto Ramos. Esta liberación se llevó a cabo en zona rural del departamento de Cauca.;https://www.elnuevosiglo.com.co/nacion/rescatan-tres-personas-secuestradas-por-disidencias-farc-en-cauca;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-03;COLOMBIA;OCCIDENTE / EJE CAFETERO;SANTO DOMINGO;ANTIOQUIA;Sector Porce;PARO MINERO;En horas de la tarde, se anunció el levantamiento del Paro minero que se venia desarrollando en el Nordeste de Antioquia, específicamente en el Sector Porce, tras acuerdos entre los Ministros de Minas, Defensa y lideres de la protesta.  El ministro de minas se hizo presente en el sector donde se venia desarrollando la protesta, afin de socializar los puntos acordados y levantar oficialmente el bloqueo vial que venía presentándose de manera escalonada desde el pasado 24 de marzo.;https://www.elcolombiano.com/antioquia/levantan-paro-minero-nordeste-antioqueno-KG27030192;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-04;COLOMBIA;CARIBE;AGUSTÍN CODAZZI;CESAR;;BLOQUEO;En el corregimiento de casacará, decenas de agricultores bloquearon la vía nacional, , exigiendo respuestas concretas del Gobierno sobre la entrega de tierras prometidas por la Agencia Nacional de Tierras (ANT).  El bloqueo se mantuvo durante varias horas, afectando la movilidad y la actividad comercial de la región. Fue levantado tras la intervención de una comisión encabezada por la Alcaldía de Codazzi, la Policía Nacional y la Personería Municipal.;https://www.diariodelcesar.com/archivos/315390/campesinos-del-cesar-reactivan-protestas-para-exigir-tierras/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-04;COLOMBIA;SANTANDERES;TIBÚ;NORTE DE SANTANDER;;HOMICIDIO;"Fue asesinado el Lider social Gumer Vargas, a quien hombres armados, al parecer, integrantes del ELN, sacaron de su vivienda y posteriormente apareció asesinado.  El hecho se registró en la Vereda Versalles.   Uno de sus hermanos se encuentra desaparecido.
";https://www.elespectador.com/colombia/mas-regiones/asesinaron-a-un-lider-social-en-tibu-norte-de-santander/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-04;COLOMBIA;ANDINA;LA PLATA;HUILA;;PANFLETO/PANCARTA;Reportan la aparición de unos grafitis que fueron pintados en establecimientos de comercio y viviendas del Barrio Paéz, estos son alusivos al Frente Hernando González Acosta y a las Farc-EP.;https://www.bluradio.com/nacion/alarma-por-aparicion-de-grafitis-alusivos-a-las-disidencias-de-las-farc-en-la-plata-huila-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-04;COLOMBIA;ANDINA;CACHIPAY;CUNDINAMARCA;;ENFRENTAMIENTO;Una menor de 8 años falleció tras recibir un disparo en medio de un enfrentamiento entre la Policía y un grupo de personas que con machetes, cuchillos y piedras agredieron a la fuerza pública y bloquearon la vía del municipio.;https://www.noticiascaracol.com/colombia/disputa-mortal-en-cachipay-cundinamarca-una-menor-murio-y-otras-dos-personas-salieron-heridas-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-04;COLOMBIA;OCCIDENTE / EJE CAFETERO;BELLO;ANTIOQUIA;;HOMICIDIO;"El cuerpo sin vida de Sara Millerey González Borja, una mujer trans de 32 años, fue encontrado en la quebrada ""La García"" por organismos de socorro. Presentaba claros signos de violencia y se sospecha la participación de bandas delictivas en su homicidio. La Fiscalía General investiga el caso junto al Grupo Nacional de Trabajo para la Investigación de Violencias Fundadas en la Orientación Sexual y/o Identidad de Género.";https://www.semana.com/nacion/medellin/articulo/sara-millerey-autoridades-de-bello-confirman-que-en-el-sector-hay-camaras-y-agresores-serian-de-una-banda-criminal/202527/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;OCCIDENTE / EJE CAFETERO;BETULIA;ANTIOQUIA;;RECLUTAMIENTO;El coronel Óscar Rico, comandante de la Policía de Antioquia, expresó su preocupación por el reclutamiento de jóvenes por parte de organizaciones criminales, como el grupo delincuencial '20 de Julio'. Según informó, este grupo estaría reclutando a excombatientes de las extintas FARC con el fin de fortalecer sus filas y expandir su influencia. A cambio de dinero, motocicletas o beneficios, estarían induciendo a los jóvenes a cometer delitos.;https://www.bluradio.com/regiones/antioquia/grupos-delincuenciales-estarian-reclutando-excombatientes-de-las-farc-en-betulia-antioquia-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;OCCIDENTE / EJE CAFETERO;LA APARTADA;CORDOBA;;BAJA;En un operativo realizado en la zona rural, se dio de baja a José Miguel Demoya Hernández, alias Chirimoya, quien ocupaba el cargo de quinto cabecilla en el Estado Mayor del Clan del Golfo, dentro de la estructura Arístides Mesa Páez. Con una trayectoria de 21 años en este grupo criminal, Chirimoya estaba al mando de aproximadamente 1,300 hombres y tenía presencia en los departamentos de Córdoba, Sucre, Santander, Bolívar y Atlántico. Era considerado la mano derecha de alias Chiquito Malo, el máximo líder de esta organización armada.;https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/atencion-presidente-petro-reporta-la-muerte-de-alias-chirimoya-cabecilla-del-clan-del-golfo-3442028;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;PACÍFICA;ARGELIA;CAUCA;CORREGIMIENTO DEL PLATEADO VEREDA LA PAZ;ARTEFACTO EXPLOSIVO;En el sector de La Hacienda, la vereda La Paz se registró atentado con un artefacto explosivo improvisado instalado en un moto, dejando heridos dos soldados. el ataque al parecer fue perpetrado por integrantes del Frente Carlos Patiño.;"Reporte Sección de Policía Judicial CTI Cauca 

https://web.facebook.com/story.php?story_fbid=1062687999219947&id=100064362712469&rdid=xR60DopdDLqtdt32";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;AMAZONÍA ORINOQUÍA;FLORENCIA;CAQUETA;;ARTEFACTO EXPLOSIVO;El Ejército Nacional desactivó una bomba escondida en una cantina de leche, que ponía en peligro a más de 150 personas, incluidos niños. El artefacto fue hallado en una ruta escolar y contenía más de 40 kilos de explosivos.;https://www.wradio.com.co/2025/04/05/ejercito-nacional-destruyo-cantina-bomba-que-tenia-en-peligro-a-mas-de-150-personas-en-caqueta/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;SANTANDERES;TIBÚ;NORTE DE SANTANDER;VERSALLES ;INCURSIÓN ARMADA;Familias de la vereda Versalles permanecieron confinadas tras quedar en medio del fuego cruzado entre las disidencias de las FARC y la guerrilla del ELN. El hecho se registró luego de que el ELN incursionara en un campamento de las disidencias, lo que generó un enfrentamiento armado que al parecer, dejó al menos diez subversivos muertos.;https://www.bluradio.com/regiones/santanderes/guerrilla-del-eln-ataco-un-campamento-de-las-disidencias-de-las-farc-en-el-catatumbo-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;SANTANDERES;BARRANCABERMEJA;SANTANDER;;TOQUE DE QUEDA;"El Clan del Golfo impuso un toque de queda en varios municipios del Magdalena Medio tras la muerte de su cabecilla, alias ""Chirimoya"". La medida, difundida mediante mensajes de WhatsApp, estuvo dirigida a la población civil, especialmente a los propietarios de establecimientos nocturnos, a quienes se les ordenó cerrar sus negocios y permanecer en sus viviendas bajo amenaza de ser considerados objetivos militares. Durante la noche, el toque de queda se vivió en medio de hechos violentos que agudizaron el temor entre los habitantes de varios municipios de la región. 
";https://www.bluradio.com/regiones/santanderes/clan-del-golfo-estaria-detras-del-toque-de-queda-en-el-magdalena-medio-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;OCCIDENTE / EJE CAFETERO;ZARAGOZA;ANTIOQUIA;;ENFRENTAMIENTO;Combates entre el Ejército Nacional y Clan del Golfo en la vereda San Isabel, dejó como resultado una persona neutralizada, dos capturas y la incautación de un material de guerra e intendencia.;https://www.alertapaisa.com/noticias/antioquia/un-muerto-dos-capturados-e-incautacion-de-armas-dejo-enfrentamientos-entre-el;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;CARIBE;SANTA MARTA;MAGDALENA;;SECUESTRO;Augusto Rico,  propietario del hotel Ecohabs Bambooo, ubicado en el Parque Tayrona fue retenido junto a tres de sus empleados en inmediaciones  del hotel, presuntamente, por miembros de las Autodefensas Conquistadoras de la Sierra Nevada de Santa Marta.    Tres de ellos fueron liberados el día sábado en la noche, mientras que el cuarto empleado fue liberado el día domingo. Al parecer, la retención se dio con fines extorsivos.  Sin embargo las autoridades tras el conocimnento de los hechos y posterior contacto con el Empresario, estableció que, no se presentó secuestro alguno.  Los hechos son materia de investigación. ;"https://x.com/BLUCaribe/status/1909223300024119430?t=dZnVoW3c-6VPAuBs0kYSqA&s=08


https://caracol.com.co/2025/04/07/denuncian-que-hombres-armados-retienen-cuatro-personas-en-ecohotel-de-tayrona/

https://seguimiento.co/la-samaria/fue-obligado-firmar-documentos-en-blanco-hotel-sobre-secuestro-de-empresario-78379";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;OCCIDENTE / EJE CAFETERO;ANORÍ;ANTIOQUIA;;HOMICIDIO;Por enfrentamiento entre el Clan del Golfo y el ELN, fueron desplazadas 17 familias de la vereda El Providencia. Se confirmó que en el corregimiento Charcón también habrían retenido a dos mujeres y asesinado a un joven afro y campesino luego de haberlo secuestrado por seis días. El cuerpo de la víctima fue enterrado en zona rural de Las Vegas, municipio de Segovia.;"https://caracol.com.co/2025/04/06/denuncian-asesinato-de-joven-afro-y-secuestro-de-dos-mujeres-a-manos-del-clan-del-golfo-en-anori/

                                                                                                                            https://caracol.com.co/2025/04/06/denuncian-asesinato-de-joven-afro-y-secuestro-de-dos-mujeres-a-manos-del-clan-del-golfo-en-anori/";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;OCCIDENTE / EJE CAFETERO;MEDELLÍN;ANTIOQUIA;;HOMICIDIO;En el sector de Belén, dos delincuentes al perpetrar un robo, asesinaron a un joven de 25 años quien se encontraba con Elkin Blanco, reconocida figura del fútbol colombiano quien resultó herido. El futbolista fue trasladado a la Clinica Medellín con un parte fuera de peligro.;https://www.noticiascaracol.com/colombia/quien-es-el-hombre-asesinado-en-intento-de-atraco-a-elkin-blanco-la-noche-del-sabado-5-de-abril-so35;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;PACÍFICA;ARGELIA;CAUCA;EL PLATEADO;ARTEFACTO EXPLOSIVO;En el corregimiento de El Plateado fueron hallados y desactivados de manera controlada 30 artefactos explosivos que contenían una carga aproximada de 600 gramos de explosivo de alto poder con sistema de fragmentación integrados, que tenian el fin del causar daño letal a miembros de la fuerza pública.;https://www.wradio.com.co/2025/04/06/mas-de-30-explosivos-fueron-desactivados-controladamente-en-el-cauca/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;OCCIDENTE / EJE CAFETERO;TOLEDO;ANTIOQUIA;;ENFRENTAMIENTO;En enfrentamientos entre el Ejército Nacional y el Clan del Golfo, fue herido un soldado y se incautaron dos armas de fuego y munición. El anterior fue evacuado entre las veredas Bioguí y San Antonio y atendido en el Batallón de Infantería N.10.;https://caracol.com.co/2025/04/06/un-soldado-herido-en-combates-entre-el-ejercito-y-el-clan-del-golfo-en-el-norte-de-antioquia/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;ANDINA;NEIVA;HUILA;;BAJA;"En el corregimiento de Chapinero, fue abatido Freddy Galeano Carvajal, alias ´MAY´, segundo cabecilla del GAO-R ´Ismael Ruiz´ de las disidencias FARC. Era considerado como ""el terror de Tolima y Huila"", que recolectaba mil millones mensuales en extorsiones para las disidencias";"REPORTE SECCIÓN DE POLICÍA JUDICIAL CTI HUILA

https://www.semana.com/nacion/articulo/golpe-a-las-disidencias-de-las-farc-en-neiva-abatido-freddy-galeano-carvajal-alias-may-segundo-cabecilla-del-estado-mayor-central/202526/";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;CARIBE;SANTA MARTA;MAGDALENA;;HOMICIDIO;En el Sector de Bureche,  en inmediaciones de la vía que conduce al estadio de fútbol Sierra Nevada, fue encontrada una maleta con restos humanos (cabeza y brazos) de una persona.   Posteriormente, esta fue identificada por las autoridades como Alessandro Coatti, de nacionalidad Italiana, un biólogo molecular con estudios en neurociencias en el Reino Unido, quien se encontraba en la ciudad desde el pasado 3 de abril.    En fecha 2025-04-08, en inmediaciones del Rio Manzanares, fue hallado el torso del extranjero. ;"REPORTE SECCION POLICIA JUDICIAL DEL MAGDALENA


https://www.bluradio.com/regiones/caribe/hallan-restos-humanos-en-una-maleta-en-santa-marta-podrian-ser-de-turista-italiano-rg10

https://www.elespectador.com/colombia/mas-regiones/hallan-los-restos-faltantes-del-biologo-italiano-en-santa-marta/";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;SANTANDERES;TIBÚ;NORTE DE SANTANDER;TROCHA GANADERA;ENFRENTAMIENTO;Tropas del Ejército Nacional sostuvieron combates con integrantes del Frente Luis Enrique León Guerra, del GAO ELN, en la vereda Trocha Ganadera. Como resultado de la operación, un guerrillero fue dado de baja y otro fue capturado. En el lugar se incautaron dos fusiles, una pistola, explosivos, material de intendencia, equipos de comunicación y material de guerra.;https://www.lafm.com.co/colombia/combates-entre-ejercito-y-eln-en-tibu-dejan-un-capturado-y-un-neutralizado;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;SANTANDERES;PUERTO RONDÓN;ARAUCA;;LIBERACIÓN DE SECUESTRADO ;Fueron liberados cinco ganaderos del departamento de Casanare que permanecían secuestrados desde el 27 de marzo en zona rural del departamento de Arauca. La entrega fue realizada por integrantes del frente oriental del ELN, en el marco de una misión humanitaria liderada por la Diócesis de Arauca y acompañada por organismos civiles y de derechos humanos. ;https://www.infobae.com/colombia/2025/04/06/liberaron-a-los-5-ganaderos-secuestrados-en-arauca-eln-entrego-a-los-retenidos-tras-10-dias-de-cautiverio/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;;HOMICIDIO ;En el norte de la ciudad, fue asesinado Hernando Sánchez, conocido como el ‘Zar de las Esmeraldas’. Su muerte cobra relevancia porque Sánchez había reemplazado a Juan Sebastián Aguilar, alias ‘Pedro Pechuga’, quien también fue asesinado en el mismo lugar en agosto de 2024.;"https://caracol.com.co/2025/04/06/atencion-se-confirma-el-homicidio-de-hernando-sanchez-conocido-como-el-zar-de-las-esmeraldas/


REPORTE CTI SECCIONAL BOYACÁ";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;OCCIDENTE / EJE CAFETERO;MONTERÍA;CORDOBA;;PANFLETO/PANCARTA;La noche del 5 de abril, comenzó a circular un supuesto comunicado del Clan del Golfo, ordenando en cese de todas las actividades, so pena de retaliaciones armadas. Sin embargo, al siguiente día el mismo grupo armado desmintio la existencia del comunicado.;"REPORTE  SECCIONAL DE CÓRDOBA


https://www.infobae.com/colombia/2025/04/07/autoridades-desmienten-paro-armado-del-clan-del-golfo-tras-la-muerte-de-chirimoya/";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-06;COLOMBIA;PACÍFICA;VILLA RICA;CAUCA;;PANFLETO/PANCARTA;"Sobre el puente del peaje fueron instaladas pancartas alusivas al ""Frente Jaime Martinez"" y al ""Día Internacional de la Rebelión Armada"". Una de ellas advierte presencia de minas. ";"Reporte  Sección de Policía Judicial CTI Cauca 


https://www.facebook.com/photo/?fbid=586314464460544&set=a.525897220502269";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;OCCIDENTE / EJE CAFETERO;VALDIVIA;ANTIOQUIA;PAULINA;ARTEFACTO EXPLOSIVO;Autoridades confirmaron que miembros del ELN detonaron un explosivo en la ruta que de Medellín conduce a la Costa Caribe, sector La Paulina. Este es el segundo hecho terrorista en ese punto.;"https://x.com/CaracolMedellin/status/1909225759790543222?t=WT8D7cFPLIcTZfzfguQXmw&s=08 



https://www.bluradio.com/regiones/antioquia/eln-instalo-explosivo-en-via-medellin-cartagena-a-la-altura-de-valdivia-rg10";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;OCCIDENTE / EJE CAFETERO;DOSQUEBRADAS;RISARALDA;;AMENAZAS;Líder Social de Risaralda denunció hostigamiento de la Polícia de Dosquebradas, como consecuencia de las denuncias manifestadas de la Policía Nacional de esta municipalidad.;https://caracol.com.co/2025/04/07/lider-social-de-risaralda-denuncio-hostigamiento-por-parte-de-la-policia-de-dosquebradas/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;SANTANDERES;TAME;ARAUCA;;HOMICIDIO ;"Jaime Enrique Benítez, reconocido líder social y presidente del Consejo Intergremial y del Consejo Municipal de Paz, fue asesinado por sicarios luego de asistir a un evento en el casco urbano. Era reconocido por su trabajo en defensa de los derechos humanos y su participación activa en procesos de reconciliación territorial.

";"https://newsradio.com.co/2025/04/violencia-en-arauca-asesinado-el-presidente-del-comite-intergremial-de-tame/


REPORTE SECCIÓN DE POLICÍA JUDICIAL ARAUCA";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;ANDINA;LA PLATA;HUILA;;PANFLETO/PANCARTA;Se hallaron tres grafitis en fachadas de viviendas y establecimientos comerciales, con mensajes alusivos a una de las estructuras disidentes de las FARC, frente ´Hernando González Acosta´.;https://diariodelhuila.com/preocupacion-en-la-plata-por-grafitis-alusivos-a-disidencias-de-las-farc/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;PACÍFICA;PASTO;NARIÑO;;ARTEFACTO EXPLOSIVO;"El Ejército fue encargado para la destrucción de más de una tonelada de artefactos de guerra entregados por ""Comuneros del Sur"", quienes tenian presencia en el departamento de Nariño y los cuales se separaron del ELN y avanzan en un acuerdo de paz con el Gobierno Nacional.";"REPORTE SECCION DE POLICIA JUDICIAL CTI NARIÑO.


https://www.eltiempo.com/politica/proceso-de-paz/con-destruccion-de-artefactos-explosivos-comenzo-proceso-de-desarme-de-comuneros-del-sur-esto-es-lo-que-viene-3442220 ";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;PACÍFICA;IPIALES;NARIÑO;CORREGIMIENTO DE JARDINES DE SUCUMBÍOS;ALERTA;"La Defensoría del Pueblo alertó que como consecuencia de los enfrentamientos entre integrantes de ""Comandos de Frontera"" y del ""Frente Carolina Ramírez"" se generaron desplazamientos masivos, confinamientos y un alto riesgo de vulneraciones a los derechos humanos de comunidades negras, indígenas y campesinas, ademas de la desaparición de al menos ocho personas, tres de ellas del municipio de Orito - Putumayo.";"https://www.noticiasrcn.com/colombia/ocho-personas-desaparecidas-por-grupos-armados-entre-putumayo-y-narino-877301

https://x.com/DefensoriaCol/status/1908626943375007861?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1908626943375007861%7Ctwgr%5E35a53dc197256277af94c4a4055ee63d5fcc0ce8%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.noticiasrcn.com%2Fcolombia%2Focho-personas-desaparecidas-por-grupos-armados-entre-putumayo-y-narino-877301";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;PACÍFICA;SANTANDER DE QUILICHAO;CAUCA;VEREDA SAN ANTONIO;SECUESTRO;"El Ejército confirmó el secuestro de un soldado profesional en la vereda de San Antonio, quien fue abordado por varios sujetos y obligado a abordar un vehículo. El hecho fue atribuido al ""Frente Jaime Martinez"" de las disidencias de las FARC. ";"Reporte Sección de Policía Judicial CTI Cauca


https://www.rcnradio.com/colombia/sur/ejercito-nacional-confirma-secuestro-de-un-soldado-en-el-norte-del-cauca";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;SANTANDERES;SARDINATA;NORTE DE SANTANDER;SAN MARTIN;SECUESTRO;Los jóvenes Claudimar Estupiñán Villamizar y José Manuel Castañeda Villamizar fueron reportados como desaparecidos en la vereda San Martín, una de las hipótesis es que habrían sido retenidos por grupos armados ilegales que operan en la zona. ;"https://caracol.com.co/2025/04/08/dos-jovenes-estan-desaparecidos-en-el-municipio-de-sardinata/


REPORTE SECCION DE POLICIA JUDICIAL CTI – NORTE DE SANTANDER";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-07;COLOMBIA;SANTANDERES;CÚCUTA;NORTE DE SANTANDER;;ALERTA ;"Hugo Rey Contreras, presidente de la Federación de Acción Comunal de Cúcuta, denunció que entre 45 y 60 líderes comunales fueron víctimas de amenazas en la capital de Norte de Santander, algunas de ellas reiteradas desde el año pasado; además, cuestionó la falta de una respuesta efectiva por parte del Gobierno Nacional, la Fiscalía y la Unidad Nacional de Protección para garantizar la seguridad de los dirigentes comunales, quienes en varios casos han sido desplazados.";REPORTE SECCION DE POLICIA JUDICIAL CTI – NORTE DE SANTANDER;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-08;COLOMBIA;OCCIDENTE / EJE CAFETERO;ANORÍ;ANTIOQUIA;;DESPLAZAMIENTO FORZADO;Como consecuencia de los enfrentamiento entre en ELN y el Clan del Golfo, han sido desplazadas 36 familias, quienes temen regresar a sus viviendas en la vereda El Providencia, algunos han migrado al casco urbano del nordeste antioqueño.;https://www.bluradio.com/regiones/antioquia/mas-de-100-desplazados-dejan-enfrentamientos-entre-eln-y-clan-del-golfo-en-anori-antioquia-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-08;COLOMBIA;OCCIDENTE / EJE CAFETERO;CÁCERES;ANTIOQUIA;;ENFRENTAMIENTO;Personal del Ejército Nacional en un enfrentamiento con el Clan del Goflo, neutralizaron a 8 integrantes de este GAO, la captura de dos sujetos más y la incautación de abundante material de guerra e intendencia. Hechos que se presentaron entre Cáceres y Tarazá.;"https://www.noticiasrcn.com/colombia/fuerzas-militares-habrian-abatido-a-ocho-integrantes-del-clan-del-golfo-en-operativos-en-antioquia-877810 


https://x.com/rcnradio/status/1909651992844419382?t=-c7uZQbJjON56wv8JVC96w&s=08
";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-09;COLOMBIA;SANTANDERES;EL TARRA;NORTE DE SANTANDER;FILO EL GRINGO;ARTEFACTO EXPLOSIVO;"Se registró un ataque con dron cargado de explosivos en el corregimiento de Filo El Gringo, dirigido hacia un vehículo instalado por las disidencias de las Farc cerca de una institución educativa. El hecho ocurrió al mediodía, al finalizar la jornada académica, y no se reportaron víctimas ni personas heridas.
";"REPORTE SECCION DE POLICIA JUDICIAL SAC CTI – NORTE DE SANTANDER

https://www.alertasantanderes.com/norte-santander/un-nuevo-ataque-con-dron-con-explosivos-un-vehiculo-cerca-un-establecimiento";;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-05;COLOMBIA;SANTANDERES;PAILITAS;CESAR;;SECUESTRO;Un nuevo secuestro se presentó en la regíon del Catatumbo, hombres armados se llevaron con rumbo desconocido al ganadero e ingeniero Luis Hernando Peña Rodriguez. Hecho que se presentó en límites entre Norte de Santander y Cesar;https://x.com/WRadioColombia/status/1909931316201640303?t=Y21NupbFqq0ZvI47-uh5VQ&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-09;COLOMBIA;CARIBE;CANTAGALLO;BOLIVAR;;ARTEFACTO EXPLOSIVO;Tropas de la Quinta Brigada del Ejército desactivaron un cilindro bomba dejado, al parecer,  por la guerrilla del ELN en la vía que conduce hacía el sur de Bolívar, a la altura de Cantagallo y San Pablo.;https://x.com/BLUSantanderes/status/1909921732531761630?t=vNuo_sUdVyp8CUDFxdD66w&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-04-09;COLOMBIA;PACÍFICA;FLORIDA;VALLE DEL CAUCA;;ARTEFACTO EXPLOSIVO;"En zona rural del municipio encuentran enterrado 60 kilogramos de explosivos tipo ANFO dentro de un cilindro. Al parecer pertenecian al ""Frente Dagoberto Ortiz"" de la disidencia de las FARC";https://caracol.com.co/2025/04/09/descubren-explosivos-de-las-disidencias-farc-enterrados-en-zona-rural-de-florida-valle/;;;;;;;;;;;;;;;;;;;;;;;;;
